,text,type
598,"If Arthur is important or Ramsey is cotton, then Coleman is not traditional.",rule
599,"If someone who is wild is also smart, then he is traditional.",rule
600,Brooke is not alive.,fact
601,Hamlin is not long.,fact
602,Chalmers is emotional.,fact
603,Chalmers is nice.,fact
604,Hamlin is emotional.,fact
605,Mark is alive.,fact
606,Mark is long.,fact
607,Alexander is long.,fact
608,Chalmers is not curious.,fact
609,Goddard is long.,fact
610,Alexander is not nice.,fact
611,Matthew is not nice.,fact
612,"If there is at least one people who is both not alive and not emotional, then Chalmers is long.",rule
613,"If Chalmers is not alive and Brooke is not emotional, then Brooke is curious.",rule
614,Someone is long and not nice if and only if he is breakable.,rule
615,It can be concluded that Alexander is alive once knowing that Mark is long or Brooke is not nice.,rule
616,Someone being both not emotional and not curious is equivalent to being alive.,rule
617,Mark being not long is equivalent to Goddard being not emotional and Hamlin being nice.,rule
618,"If there is someone who is either not nice or not emotional, then Mark is not curious and Alexander is not alive.",rule
619,It can be concluded that Alexander is not long once knowing that Alexander is not alive and Matthew is not nice.,rule
620,"If someone is not long or not curious, then he is emotional.",rule
621,"If there is nobody who is not not nice, then Matthew is not long.",rule
622,All not emotional people are not alive.,rule
623,"If there is someone who is both not long and nice, then Mark is not emotional and Matthew is not curious.",rule
624,Carlos is not terrible.,fact
625,Carlos is not helpful.,fact
626,Barclay is not whispering.,fact
627,Kerry is acceptable.,fact
628,Carlos is quaint.,fact
629,Kerry is whispering.,fact
630,Alisa is not friendly.,fact
631,Gideon is not whispering.,fact
632,Carlos is not acceptable.,fact
633,Kerry is not terrible.,fact
634,Sidney is not acceptable.,fact
635,Alisa is terrible.,fact
636,"If someone who is helpful is also not quaint, then he is not acceptable.",rule
637,"If someone is both quaint and not acceptable, then he is terrible.",rule
638,It can be concluded that Carlos is not helpful once knowing that Barclay is whispering or Carlos is friendly.,rule
639,Sidney is not helpful if and only if Barclay is quaint and Barclay is not friendly.,rule
640,Barclay being friendly and Norris being quaint imply that Kerry is not terrible.,rule
641,"If someone is not friendly, then he is not helpful, and vice versa.",rule
642,"If someone is not acceptable, then he is both helpful and not terrible.",rule
643,"If there is at least one people who is not friendly or terrible, then Norris is helpful.",rule
644,"If all people are friendly, then Barclay is whispering and Gideon is acceptable.",rule
645,"If there is at least one people who is both acceptable and quaint, then Carlos is not terrible.",rule
646,Alisa being not terrible and Sidney being not friendly imply that Carlos is helpful and Norris is whispering.,rule
647,"If there is at least one people who is quaint, then Carlos is friendly and Sidney is acceptable.",rule
648,Truman is not cute.,fact
649,Brock is expensive.,fact
650,Truman is nice.,fact
651,Truman is not homely.,fact
652,Truman is expensive.,fact
653,Bud is not friendly.,fact
654,Crispin is expensive.,fact
655,Martin is homely.,fact
656,Bud is nice.,fact
657,Harmony is not alive.,fact
658,Crispin is not homely.,fact
659,Truman is friendly.,fact
660,"if there is at least one people who is nice and not homely, then Gilbert is not expensive and Gilbert is cute.",rule
661,Someone who is both not expensive and not friendly is always homely.,rule
662,Someone who is both nice and not expensive is always not friendly.,rule
663,"If someone is either not nice or not friendly, then he is not expensive and alive.",rule
664,"If there is at least one people who is expensive, then Gilbert is cute and Bud is nice.",rule
665,Someone is homely and friendly if and only if he is not expensive and not nice.,rule
666,Martin is not friendly if and only if Brock is expensive and Gilbert is not nice.,rule
667,Someone is not nice and friendly if and only if he is not expensive.,rule
668,Someone being both nice and alive is equivalent to being homely and not expensive.,rule
669,Someone is not expensive and nice if and only if he is not alive and homely.,rule
670,"If all people are nice or not homely, then Bud is not cute.",rule
671,Someone who is not friendly is always cute.,rule
672,Laurence is not entire.,fact
673,Claude is inner.,fact
674,Joshua is weak.,fact
675,Ives is inner.,fact
676,Alvin is not inner.,fact
677,Ives is troubled.,fact
678,Claude is not entire.,fact
679,Claude is not weak.,fact
680,Joshua is inner.,fact
681,Alvin is not solid.,fact
682,Ives is not weak.,fact
683,Charlie is solid.,fact
684,It can be concluded that Charlie is not entire and Claude is troubled once knowing that Claude is inner.,rule
685,"If Charlie is solid and Laurence is not entire, then Alvin is better and Laurence is weak, and vice versa.",rule
686,"As long as someone is not entire, he is not weak and not troubled.",rule
687,It can be concluded that Joshua is not better once knowing that Charlie is not weak.,rule
688,"if there is at least one people who is not troubled and inner, then Ives is entire and Alvin is weak.",rule
689,"If Ives is not solid, then Ives is not entire, and vice versa.",rule
690,Someone being both solid and inner is equivalent to being not troubled.,rule
691,Someone being both not inner and solid is equivalent to being not troubled.,rule
692,It can be concluded that Claude is better once knowing that Joshua is weak or Claude is entire.,rule
693,Ives being not weak is equivalent to Ives being entire and Scott being not better.,rule
694,"If someone is weak, then he is not better.",rule
695,"If there is someone who is both not solid and not entire, then Scott is better.",rule
696,Uriah is not jealous.,fact
697,John is environmental.,fact
698,Uriah is not famous.,fact
699,Melville is terrible.,fact
700,Lars is ugly.,fact
701,Kendall is not jealous.,fact
702,Brian is not jealous.,fact
703,Isabel is environmental.,fact
704,Isabel is not ugly.,fact
705,Lars is not comprehensive.,fact
706,Brian is environmental.,fact
707,Brian is not comprehensive.,fact
708,"If someone is not jealous, then he is both not comprehensive and famous.",rule
709,"If all people are not environmental, then Brian is comprehensive.",rule
710,Someone who is famous is always both not terrible and comprehensive.,rule
711,"If there is at least one people who is terrible, then Lars is famous and Lars is comprehensive.",rule
712,Someone who is both not terrible and not jealous is always environmental.,rule
713,"If there is someone who is famous, then John is jealous and Kendall is not comprehensive.",rule
714,Someone is terrible and ugly if and only if he is comprehensive and not jealous.,rule
715,"If there is at least one people who is environmental, then Melville is comprehensive.",rule
716,It can be concluded that Lars is not comprehensive once knowing that Uriah is ugly and Melville is jealous.,rule
717,Isabel being terrible implies that Uriah is not comprehensive.,rule
718,Isabel being not jealous or John being not terrible implies that Lars is not famous.,rule
719,Kendall being ugly is equivalent to Kendall being famous.,rule
720,Quade is not adorable.,fact
721,Joshua is inner.,fact
722,Timothy is not funny.,fact
723,Pierce is adorable.,fact
724,Hadden is adorable.,fact
725,Quade is not successful.,fact
726,Shelley is not successful.,fact
727,Joshua is not weary.,fact
728,Hadden is inner.,fact
729,Pierce is not mad.,fact
730,Hadden is mad.,fact
731,Quade is not funny.,fact
732,Someone being both funny and successful is equivalent to being adorable and not inner.,rule
733,Timothy being not mad or Pierce being weary implies that Shelley is funny.,rule
734,It can be concluded that Hadden is successful once knowing that Hadden is not funny or Shelley is not weary.,rule
735,"If Pierce is not weary and Quade is not funny, then Shelley is not adorable and Timothy is inner, and vice versa.",rule
736,Someone who is not mad is always both funny and not weary.,rule
737,Someone being both adorable and not inner is equivalent to being not weary.,rule
738,"If someone is not adorable and not funny, then he is inner, and vice versa.",rule
739,"If someone is funny and adorable, then he is not mad, and vice versa.",rule
740,Someone is not funny and adorable if and only if he is mad and weary.,rule
741,"If someone who is successful is also not inner, then he is adorable.",rule
742,"If there is at least one people who is not mad, then Hadden is successful and Renfred is not weary.",rule
743,"If Joshua is not weary or Shelley is funny, then Hadden is inner.",rule
744,Hadley is not difficult.,fact
745,Alexia is not serious.,fact
746,Kurt is disgusted.,fact
747,Neville is condemned.,fact
748,Alexia is not difficult.,fact
749,Neville is disgusted.,fact
750,Cuthbert is odd.,fact
751,Quimby is not condemned.,fact
752,Hadley is not disgusted.,fact
753,Cuthbert is difficult.,fact
754,Cuthbert is not serious.,fact
755,Percival is condemned.,fact
756,Alexia is not odd if and only if Alexia is condemned and Cuthbert is interesting.,rule
757,"If there is at least one people who is odd, then Kurt is serious and Neville is disgusted.",rule
758,"If someone is odd, then he is condemned.",rule
759,Someone who is both not difficult and not interesting is always not odd.,rule
760,"If someone is not serious or he is condemned, then he is not difficult.",rule
761,It can be concluded that Quimby is not interesting once knowing that Hadley is serious and Kurt is disgusted.,rule
762,It can be concluded that Neville is difficult and Hadley is not odd once knowing that Quimby is not serious.,rule
763,Neville being difficult is equivalent to Hadley being not interesting.,rule
764,"If someone is serious and disgusted, then he is not interesting, and vice versa.",rule
765,"If someone who is not odd is also not difficult, then he is not condemned.",rule
766,"If someone is not odd and disgusted, then he is both not interesting and condemned, and vice versa.",rule
767,"As long as someone is odd, he is difficult and not interesting.",rule
768,Jerry is mental.,fact
769,Lombard is mental.,fact
770,Sean is cooperative.,fact
771,Lombard is not open.,fact
772,Jerry is not unusual.,fact
773,Albion is not popular.,fact
774,Albion is not angry.,fact
775,Jerry is open.,fact
776,Jerry is popular.,fact
777,Arthur is not open.,fact
778,Albion is not unusual.,fact
779,Arthur is mental.,fact
780,"If there is someone who is both popular and not open, then Melville is not unusual and Lombard is not angry.",rule
